systemNumber,objectType,title,maker,year,place,materials,techniques,styles
O1141728,Print,"Portrait of Mrs Mountain. Published in London by William Holland on 1st October 1804, Harry Beard Collection.","Buck, Adam",1804.0,London,"['printing ink', 'paper']","['print-making', 'stipple engraving']",[]
O1141727,Print,"Portrait of Mrs Mountain. Published in London by T. Bellamy on 30th September 1797, Harry Beard Collection.",Ridley,1797.0,London,"['printing ink', 'paper']","['print-making', 'stipple engraving']",[]
O1141725,Print,"Portrait of Mr Mossop as Bajazet in Act II, Scene 1 of <i>Bajazet,</i> 18th c. Harry Beard Collection.",Unknown,1750.0,Great Britain,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141716,Print,"Portrait of the late Mr Mossop, the Celebrated Tragedian. Published in London by Vernor & Hood on 30th September 1799, Harry Beard Collection.","Mortimer, J.",1799.0,London,"['printing ink', 'paper']","['print-making', 'stipple engraving']",[]
O1141714,Print,"A view of the Interior of the Great Theatre at Moscow. Published in London in the Illustrated Times on 2nd March 1861, Harry Beard Collection.",,1861.0,London,"['printing ink', 'paper']",['print-making'],[]
O1141713,Print,"A view of the Interior of the Great Theatre at Moscow. Published in London in the Illustrated Times on 2nd March 1861, Harry Beard Collection.",,1861.0,London,"['printing ink', 'paper']",['print-making'],[]
O1141709,Print,"A view of the Old Wooden Theatre at Moscow. Published in London by R. Ackermann on 1st January 1813, Harry Beard Collection.","Ackermann, Rudolph",1813.0,London,"['printing ink', 'paper', 'paint']","['print-making', 'aquatint', 'painting', 'hand-colouring']",[]
O1141704,Print,"Portrait of Thomas Morton, the dramatist. Published in London, 19th c. Harry Beard Collection.","Shee, Martin Archer (Sir)",1850.0,London,"['printing ink', 'paper']","['print-making', 'engraving (incising)']",[]
O1141702,Print,"Portrait of Thomas Morton, the dramatist. Published in London, 19th c. Harry Beard Collection.","Shee, Martin Archer (Sir)",1850.0,London,"['printing ink', 'paper']","['print-making', 'engraving (incising)']",[]
O1141673,Print,"Portrait of Mrs. Maesmore Morris (Gertrude Wilmot) in <i>Chance, The Idol,</i> ca. 1900, Harry Beard Collection.","Willson, Fellows",1899.0,Great Britain,"['printing ink', 'paper']",['print-making'],[]
O1141660,Print,"Print depicting twelve Morris-Dancers taken from an 'Ancient Window in the House of George Tollett Esq. at Betley in Staffordshire', before 20th c. Harry Beard Collection.","Jones, I.",,Great Britain,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141658,Print,"Print depicting the Cortile di Locanda in Act I of the opera <i>Gianni di Parigi,</i> 18th to 19th c. Harry Beard Collection.",Stucchi,1800.0,Italy,"['printing ink', 'paper']","['print-making', 'aquatint']",[]
O1141650,Print,"Portrait of Francesco Morlacchi, ca. 1839, Harry Beard Collection.","Bernardoni, Giovanni",1850.0,Great Britain,"['printing ink', 'paper']","['print-making', 'stipple engraving']",[]
O1141648,Print,"Portrait of Napoleone Moriani, 19th c. Harry Beard Collection.",Unknown,1850.0,Great Britain,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141646,Print,"Portrait of Mr W. Morgan as he appeared in the comic pantomime of <i>Little Red Riding Hood</i> at the Queens Theatre, Dublin in 1853, Harry Beard Collection.",Unknown,1852.0,Great Britain,"['printing ink', 'paper', 'paint']","['print-making', 'lithography', 'painting', 'hand-colouring']",[]
O1141645,Print,"Four scenes from <i>Lalla Rookh.</i> Published in London by E. Ackermann in 1828, Harry Beard Collection.","Ackermann, Rudolph",1828.0,London,"['printing ink', 'paper', 'paint']","['print-making', 'etching (corroding)', 'painting', 'hand-colouring']",[]
O1141644,Print,"Portrait of Louise Moodie with facsimile signature, 19th c. Harry Beard Collection.",Unknown,1850.0,Great Britain,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141643,Print,"Caricature of the dancer and actress Lola Montez's (1821-1861) arrival in America entitled 'Lola Has Come! Enthusiastic Reception of Lola by an American Audience', mid 19th c. Harry Beard Collection",Unknown,1850.0,Great Britain,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141642,Print,"Caricature of the dancer and actress Lola Montez (1821-1861) moving to America entitled 'Lola Coming! Europe Farewell! America I Come', mid 19th c. Harry Beard Collection",Unknown,1850.0,Great Britain,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141641,Print,"Portrait of Achille-Felix Montaubry as Zampa. Printed in Le Boulevard, 1860s, Harry Beard Collection.","Carjat, Etienne",1864.0,Paris,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141637,Print,"Print depicting the characters present at Molière's reading of his comedy <i>Tartufe</i> at Ninon de l'Enclos residency, 1780-1825, Harry Beard Collection.",Unknown,1750.0,France,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141633,Print,"Portrait of Michaell Mohun and two pages of biography. Published in London by E. & S. Harding on 19th July 1793, Harry Beard Collection.",,1774.0,,"['printing ink', 'paper']",['print-making'],[]
O1141632,Print,"Portrait of Gutavo Modena, 19th c. Harry Beard Collection.",Salucci,1850.0,Italy,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141630,Print,"Portrait of Alexander Mitchell. Published in London by Ewer & Co. ca. 1850, Harry Beard Collection.","Cocking, Edwin",1849.0,London,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141629,Print,"Sheet of music for the song <i>The Gayly-Circling Glass</i> as sung by Mr Reinhold in <i>Comus,</i> 18th c. Harry Beard Collection",Unknown,1750.0,London,"['printing ink', 'paper']",['print-making'],[]
O1141628,Print,"Portrait of John Milton (Ioannes Milton), 1731, Harry Beard Collection.","Vertue, George",1731.0,London,"['printing ink', 'paper']","['print-making', 'engraving (incising)']",[]
O1141627,Print,"Portrait of the poet and writer John Milton (1608 – 1674), 18th c. Harry Beard Collection","Richardson, Thomas",1750.0,Great Britain,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141624,Print,"One double sided page biography about the actor John Mills (born ca.1670, died 1682), late 18th c. Harry Beard Collection",Clarendon,1775.0,London,"['printing ink', 'paper']",['print-making'],[]
O1141620,Print,"Portrait of Joe Miller as Sir Joseph Wittol in Act III of Congreves <i>The Old Bachelor</i> at the Theatre Royal Drury Lane on 25th April 1717, Harry Beard Collection","Hogarth, William",1717.0,Great Britain,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141618,Print,"Portrait of Joe Miller as Teague in Howards <i>The Committee.</i> Published in London by Richard Bentley on 1st October 1838, Harry Beard Collection.","Stoppelaer, Charles",1838.0,London,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141617,Print,"Portrait of Joe Miller as Sir Joseph Wittol in Congreves <i>The Old Bachelor</i>, 19th c. Harry Beard Collection",Unknown,1850.0,London,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141615,Print,"Portrait of Joe Miller as Teague in Howards <i>The Committee.</i> Published in London by Richard Bentley on 1st October 1838, Harry Beard Collection.","Stoppelaer, Charles",1838.0,London,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141614,Print,"Portrait of Joe Miller as Teague in Howards <i>The Committee.</i> Published in London by Richard Bentley on 1st October 1838, Harry Beard Collection.","Stoppelaer, Charles",1838.0,London,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141613,Print,"Portrait of Edward Miller, early 19th c. Harry Beard Collection.","Hardy, Thomas",1825.0,Britain,"['printing ink', 'paper']","['print-making', 'stipple engraving']",[]
O1141611,Print,"Portrait of M. Christopher Miller, The German Giant. Illustration in Caulfield's Remarkable Person in 1820, Harry Beard Collection.","Grave, R",1820.0,Britain,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141610,Print,"Seating Plan for the Teatro Sant'Erasmo, 19th to 20th c. Harry Beard Collection.",Unknown,1900.0,Italy,"['printing ink', 'paper']",['print-making'],[]
O1141609,Print,"Portrait of Mademoiselle Desmares. Published in Paris by Mariette, early 18th c. Harry Beard Collection.",,1725.0,Paris,"['printing ink', 'paper']","['print-making', 'engraving (incising)']",[]
O1141605,Print,"A view of an audience at La Scala Opera House, Milan. Printed in Life Magazine and published by TIME Incorporated, 1944, Harry Beard Collection.",Unknown,1944.0,United States,"['printing ink', 'paper']","['print-making', 'photography']",[]
O1141603,Print,"Print depicting the interior of the Teatro della Scala in Milan, 18th to 19th c. Harry Beard Collection.",Citterio,1800.0,Milan,"['printing ink', 'paper']","['print-making', 'aquatint']",[]
O1141602,Print,"Print depicting Il Teatro Grande in Milan, 19th c. Harry Beard Collection.","Sidoli, A.",1850.0,Italy,"['printing ink', 'paper']","['print-making', 'aquatint']",[]
O1141601,Print,"Print depicting the Teatro della Scala in Milan, 18th to 19th c. Harry Beard Collection.","Cherbuin, L.",1800.0,Milano,"['printing ink', 'paper']","['print-making', 'aquatint']",[]
O1141600,Print,"Print depicting an aquatic show or boat race in a Neoclassical arena, 19th c. Harry Beard Collection.",Unknown,1850.0,London,"['printing ink', 'paper', 'paint']",['print-making'],[]
O1141599,Print,"Print depicting the coronation scene in Meyerbeer's opera <i>Le Prophete</i> as performed at the Royal Italian Opera. Published in The Illustrated London News dated 28th July 1849, Harry Beard Collection.",,1849.0,London,"['printing ink', 'paper']",['print-making'],[]
O1141591,Print,"Caricature of Giacomo Meyerbeer. Published the French publication entitled Le Charivari, 19th c. Harry Beard Collection.","Corentz, A. J.",1850.0,France,"['printing ink', 'paper']","['print-making', 'lithography']",[]
O1141590,Print,"Portrait of the composer Giacomo Meyerbeer (1791-1864), 19th c. Harry Beard Collection","Mayall, John Jabez Edwin",1850.0,London,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141589,Print,"Portrait of the composer Giacomo Meyerbeer (1791-1864), 19th c. Harry Beard Collection","Mayall, John Jabez Edwin",1850.0,London,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141586,Print,"Portrait of the composer Giacomo Meyerbeer (1791-1864), 19th c. Harry Beard Collection.","Jäger, C.",1850.0,London,"['printing ink', 'paper']","['print-making', 'etching (corroding)']",[]
O1141585,Print,Portrait of Giacomo Meyerbeer. Published in London by E. Gambart & Co. mid 19th c. Harry Beard Collection.,"Adolphe, M.",1850.0,Paris,"['printing ink', 'paper', 'paint']","['print-making', 'lithography', 'painting', 'hand-colouring']",[]
O1141583,Print,"Two prints depicting the Interior of the Almedia of Mexico and the National Theatre of Mexico, ca. 1854, Harry Beard Collection.","Castro, Casimiro",1853.0,Mexico,"['printing ink', 'paper']","['print-making', 'chromolithography']",[]
O1141580,Print,"Portrait of P. Metastuaius Romanus (Pietro Metastasio), ca. late 18th c. Harry Beard Collection.","Steiner, Johann",1774.0,London,"['printing ink', 'paper']","['print-making', 'engraving (incising)']",[]
O1141579,Print,Portrait of P. von Winter. 19th century with an ocatagonal frame. Harry Beard Collection.,"Rahn, R",1850.0,London,"['printing ink', 'paper']","['print-making', 'etching (printing process)']",[]
O1141577,Print,"Portrait of Pietro Metastasio accompanied by a double sided page of biographical information written in Italian, 19th c. Harry Beard Collection.",,1850.0,,"['printing ink', 'paper']",['print-making'],[]
O1141575,Print,Theatrical Performance in the Rubens Room at Windsor Castle. Scene from 'Julius Cesar'. Published by The Illustrated London News in 9 February 1850. Harry Beard Collection,,1850.0,London,"['printing ink', 'paper']","['print-making', 'etching (printing process)']",[]
O1141574,Print,"Newspaper cutting from the 'Illustrated Times' featuring a sketch of the author William Makepeace Thackerey (1811-1863), Harry Beard Collection",unknown,1855.0,London,"['paper', 'ink']",['printing'],[]
O1141573,Print,Newspaper cutting from an illustrated review of Mr Thackeray lecturing 'On the Four Georges' at the Edinburgh Music Hall. Harry Beard Collection.,,,,"['paper', 'ink']",['printing'],[]
O1141572,Print,"Photograph of singer Luisa Tetrazzini, Harry Beard Collection.",,,,"['paper', 'ink']","['printing', 'photography']",[]
O1141571,Print,Photograph of Ellen Terry as Portia in <i>The Merchant of Venice</i>. Harry Beard Collection.,,,,"['paper', 'ink']","['printing', 'photography']",[]
O1141569,Print,Photograph of Ellen Terry as Ophelia in <i>Hamlet</i>. Harry Beard Collection.,,,,"['paper', 'ink']","['printing', 'photography']",[]
O1141566,Print,Photograph of Ellen Terry as Mistress Page in the <i>Merry Wives of Windsor</i>. Harry Beard Collection.,,,,"['paper', 'ink']","['printing', 'photography']",[]
O1141562,Print,"Print depicting David Garrick as Ranger and Frances Abington as Clarinda in <i>The Suspicious Husband</i>, published by Bell, 1776, Harry Beard Collection.","Roberts, James",1776.0,London,"['paper', 'ink']","['wood-cutting', 'print-making']",[]
O1141554,Print,"Print depicting Frances Abington, published by Dickinson, Evans, Matthews, Ridgeway and Lane, 1790, Harry Beard Collection.","Cosway, Richard RA",1790.0,London,"['paper', 'ink']","['soft-ground etching', 'print-making']",[]
O1141545,Print,"Print of a painting of Miss Ellen Terry and Mr Henry Irving as they appeared in the roles of Beatrice and Benedick in the Lyceum production of <i>Much Ado About Nothing</i> (ca.1882), Harry Beard Collection.",Jack,,,"['paper', 'ink']","['printing', 'photography']",[]
O1141543,Print,"Print of the actress Ellen Terry in the role of Beatrice (ca.1882), Harry Beard Collection.",,,,"['paper', 'ink']","['printing', 'photography']",[]
O1141540,Print,"Print of a photograph of the actress Ellen Terry, Harry Beard Collection.","sandheim, may",,,"['paper', 'ink']","['printing', 'photography']",[]
O1141539,Print,"Print depicting Théâtre d'Aix-la-Chapelle (Theatre Aachen), Harry Beard Collection.",Unknown,1849.0,Great Britain,"['paper', 'ink']","['lithography', 'hand-colouring', 'print-making']",[]
O1141535,Print,"Print depicting John Boydell, published by T. Cadell and W. Davies, 1814, Harry Beard Collection","Stuart, Gilbert",1814.0,London,"['paper', 'ink']","['etching (printing process)', 'crayon manner', 'print-making']",[]
O1141531,Print,"Print depicting Mrs D.P. Bowers as Lady Macbeth, Harry Beard Collection.",,1849.0,London,"['paper', 'ink']","['photogravure', 'print-making']",[]
